n,epsilon,dS_hor_avg,dQ_in,dQ_avg,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,0.05,0.0045000000000000005,0.0012504723303507015,-0.0012504723303507015,0.04799849288557244,0.04799849288557355,0.00625,-0.024271590678564502,-0.10947584542152469,0.9704194543754645,0.0375
1,0.05,0.0054,0.00011672882344897905,-0.00011672882344897905,0.09797272711854976,0.049974234232977324,0.0075,-0.024271590678564502,-0.10864961262589054,0.9704194543754645,0.0825
2,0.05,0.0054,0.0019987263117315184,-0.0019987263117315184,0.14313867024442914,0.045165943125879376,0.0075,-0.024271590678564502,-0.1078233798302564,0.9704194543754645,0.1275
3,0.05,0.009000000000000001,0.004228509842744701,-0.004228509842744701,0.2096794687673719,0.06654079852294276,0.0125,-0.024271590678564502,-0.10644632517086616,0.9704194543754645,0.2025
4,0.05,0.0063,0.00034504823439905906,-0.00034504823439905906,0.2574814123944227,0.047801943627050786,0.00875,-0.024271590678564502,-0.10548238690929299,0.9704194543754645,0.255
5,0.05,0.0126,-0.0021155053708487707,0.0021155053708487707,0.3497371166051735,0.0922557042107508,0.0175,-0.024271590678564502,-0.10355451038614662,0.9704194543754647,0.36
6,0.05,0.009000000000000001,-0.0019068465145939803,0.0019068465145939803,0.408824421257656,0.05908730465248252,0.0125,-0.024271590678564502,-0.10217745572675638,0.9704194543754645,0.435
7,0.05,0.0036,0.00022665178614276167,-0.00022665178614276167,0.43124540396664035,0.02242098270898435,0.005,-0.024271590678564502,-0.10162663386300028,0.9704194543754645,0.465
8,0.05,0.0063,0.0022922826665140172,-0.0022922826665140172,0.47051598062921657,0.03927057666257622,0.00875,-0.024271590678564502,-0.1006626956014271,0.9704194543754645,0.5175
9,0.05,0.0063,-0.0021185256023365136,0.0021185256023365136,0.5073944160468425,0.03687843541762598,0.00875,-0.024271590678564502,-0.09969875733985394,0.9704194543754645,0.57
10,0.05,0.0045000000000000005,0.00224580079754485,-0.00224580079754485,0.5345559789511609,0.02716156290431837,0.00625,-0.024271590678564502,-0.09901023001015882,0.9704194543754645,0.6075
11,0.05,0.0027,0.0002950667858925082,-0.0002950667858925082,0.5507116528661815,0.016155673915020596,0.00375,-0.024271590678564502,-0.09859711361234175,0.9704194543754645,0.63
12,0.05,0.0036,1.8650068736365266e-05,-1.8650068736365266e-05,0.572723678453097,0.022012025586915507,0.005,-0.024271590678564502,-0.09804629174858565,0.9704194543754645,0.66
13,0.05,0.0027,0.00012186156270784982,-0.00012186156270784982,0.5882484862406959,0.015524807787598904,0.00375,-0.024271590678564502,-0.09763317535076856,0.9704194543754645,0.6825
14,0.05,0.0063,0.00039271836931041706,-0.00039271836931041706,0.6233430019333948,0.035094515692698836,0.00875,-0.024271590678564502,-0.09666923708919538,0.9704194543754647,0.735
15,0.05,0.006299999999999999,-0.0019745510307264975,0.0019745510307264975,0.6592168077350161,0.03587380580162136,0.00875,-0.024271590678564502,-0.09570529882762221,0.9704194543754645,0.7875
16,0.05,0.0063,-0.00044104222040948255,0.00044104222040948255,0.6938222158987482,0.03460540816373203,0.00875,-0.024271590678564502,-0.09474136056604904,0.9704194543754647,0.84
17,0.05,0.0054,0.000318676664742635,-0.000318676664742635,0.7229752945541212,0.029153078655373088,0.0075,-0.024271590678564502,-0.0939151277704149,0.9704194543754645,0.885
18,0.05,0.0063,0.0013030970626556786,-0.0013030970626556786,0.7571697555561631,0.03419446100204182,0.00875,-0.024271590678564502,-0.09295118950884172,0.9704194543754645,0.9375
19,0.05,0.0108,0.0025780252909690772,-0.0025780252909690772,0.8129031893217755,0.05573343376561246,0.015,-0.024271590678564502,-0.09129872391757342,0.9704194543754645,1.0275
20,0.05,0.0045000000000000005,0.00020143914065586714,-0.00020143914065586714,0.8354352753344039,0.02253208601262835,0.00625,-0.024271590678564502,-0.0906101965878783,0.9704194543754645,1.065
21,0.05,0.0036,0.002030544553291812,-0.002030544553291812,0.8531736930378241,0.017738417703420217,0.005,-0.024271590678564502,-0.0900593747241222,0.9704194543754645,1.095
22,0.05,0.0072,-0.0007277436077841092,0.0007277436077841092,0.8879389430848349,0.03476525004701081,0.01,-0.024271590678564502,-0.08895773099661,0.9704194543754645,1.155
23,0.05,0.0045000000000000005,0.00020557649808052275,-0.00020557649808052275,0.9094146061860048,0.021475663101169884,0.00625,-0.024271590678564502,-0.08826920366691489,0.9704194543754645,1.1925
24,0.05,0.0054,0.0011100393358584651,-0.0011100393358584651,0.9356527682796504,0.0262381620936456,0.0075,-0.024271590678564502,-0.08744297087128072,0.9704194543754647,1.2375
