n,epsilon,dS_hor_avg,dQ_in,dQ_avg,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,0.05,0.0072,-0.002381500639058108,0.002381500639058108,0.07094173680505995,0.07094173680506129,0.01,-0.024271590678564502,-0.10906272902370762,0.9704194543754645,0.06
1,0.05,0.0027,0.0018379572793097254,-0.0018379572793097254,0.09320992287821223,0.02226818607315227,0.00375,-0.024271590678564502,-0.10864961262589054,0.9704194543754645,0.0825
2,0.05,0.0063,-0.001502598222421231,0.001502598222421231,0.14807158861568717,0.054861665737474946,0.00875,-0.024271590678564502,-0.10768567436431738,0.9704194543754645,0.135
3,0.05,0.0045,-0.0021805497958322716,0.0021805497958322716,0.18313444425108583,0.035062855635398654,0.00625,-0.024271590678564502,-0.10699714703462224,0.9704194543754645,0.1725
4,0.05,0.0072,0.0013304921607040512,-0.0013304921607040512,0.24195450927457768,0.05882006502349185,0.01,-0.024271590678564502,-0.10589550330711006,0.9704194543754645,0.2325
5,0.05,0.0045000000000000005,0.0011280453263253765,-0.0011280453263253765,0.27407160436098676,0.032117095086409087,0.00625,-0.024271590678564502,-0.10520697597741492,0.9704194543754645,0.27
6,0.05,0.0063,0.001366170145698738,-0.001366170145698738,0.3185059786165535,0.04443437425556673,0.00875,-0.024271590678564502,-0.10424303771584176,0.9704194543754645,0.3225
7,0.05,0.0063,-0.0004339048815433887,0.0004339048815433887,0.3613504409840599,0.042844462367506386,0.00875,-0.024271590678564502,-0.10327909945426858,0.9704194543754645,0.375
8,0.05,0.0054,-0.0003902605371486835,0.0003902605371486835,0.39730891459212647,0.03595847360806659,0.0075,-0.024271590678564502,-0.10245286665863444,0.9704194543754647,0.42
9,0.05,0.0027,0.00012655595680548414,-0.00012655595680548414,0.4150705722203597,0.01776165762823323,0.00375,-0.024271590678564502,-0.10203975026081737,0.9704194543754647,0.4425
10,0.05,0.0018,0.0010906376105626022,-0.0010906376105626022,0.4265711565740158,0.011500584353656085,0.0025,-0.024271590678564502,-0.1017643393289393,0.9704194543754645,0.4575
11,0.05,0.0045000000000000005,-0.001297540316354262,0.001297540316354262,0.45437405620877547,0.02780289963475968,0.00625,-0.024271590678564502,-0.10107581199924418,0.9704194543754645,0.495
12,0.05,0.0027,0.0010759890868542229,-0.0010759890868542229,0.4715254952876541,0.017151439078878616,0.00375,-0.024271590678564502,-0.1006626956014271,0.9704194543754645,0.5175
13,0.05,0.0036,-0.0006038808451990728,0.0006038808451990728,0.4933371551438856,0.021811659856231513,0.005,-0.024271590678564502,-0.100111873737671,0.9704194543754645,0.5475
14,0.05,0.005399999999999999,0.00035753152164426106,-0.00035753152164426106,0.525982867056404,0.03264571191251836,0.0075,-0.024271590678564502,-0.09928564094203686,0.9704194543754645,0.5925
15,0.05,0.0054,0.0006313645013668803,-0.0006313645013668803,0.5575354956469085,0.03155262859050456,0.0075,-0.024271590678564502,-0.09845940814640272,0.9704194543754647,0.6375
