n,epsilon,dS_hor_avg,dQ_in,dQ_avg,S_ens,dS_ens,jump_rate_emp,Lambda_w,Lambda_unw,Coh_ptr_w,layer_mean
0,0.05,0.009000000000000001,0.00198078526598602,-0.00198078526598602,0.08668091973227912,0.08668091973228023,0.0125,-0.024271590678564502,-0.10878731809182958,0.9704194543754645,0.075
1,0.05,0.0054,-0.0014371512556980487,0.0014371512556980487,0.1342109738603785,0.04753005412809938,0.0075,-0.024271590678564502,-0.10796108529619541,0.9704194543754645,0.12
2,0.05,0.0027,0.00210516483083189,-0.00210516483083189,0.15559642616933528,0.021385452308956776,0.00375,-0.024271590678564502,-0.10754796889837834,0.9704194543754645,0.1425
3,0.05,0.0108,0.001049338183615517,-0.001049338183615517,0.2401681994249436,0.08457177325560833,0.015,-0.024271590678564502,-0.10589550330711006,0.9704194543754645,0.2325
4,0.05,0.0063,0.0005395507234669828,-0.0005395507234669828,0.2855752537868543,0.04540705436191067,0.00875,-0.024271590678564502,-0.10493156504553688,0.9704194543754645,0.285
5,0.05,0.008100000000000001,-0.000559842014490605,0.000559842014490605,0.34304507572711673,0.057469821940262455,0.01125,-0.024271590678564502,-0.10369221585208566,0.9704194543754645,0.3525
6,0.05,0.009899999999999999,-0.000682572463576551,0.000682572463576551,0.408678850568298,0.06563377484118127,0.01375,-0.024271590678564502,-0.10217745572675638,0.9704194543754645,0.435
7,0.05,0.0045,0.0003707952719250077,-0.0003707952719250077,0.4372941223525989,0.0286152717843009,0.00625,-0.024271590678564502,-0.10148892839706126,0.9704194543754647,0.4725
8,0.05,0.0045000000000000005,0.00017262506811316553,-0.00017262506811316553,0.46538152091998336,0.02808739856738446,0.00625,-0.024271590678564502,-0.10080040106736614,0.9704194543754645,0.51
9,0.05,0.009,-0.0001003463571724722,0.0001003463571724722,0.5197514264842448,0.05436990556426141,0.0125,-0.024271590678564502,-0.09942334640797588,0.9704194543754645,0.585
10,0.05,0.0054,-0.0004051894043643396,0.0004051894043643396,0.5497178344326445,0.029966407948399776,0.0075,-0.024271590678564502,-0.09859711361234175,0.9704194543754645,0.63
